id,terms
648,George Bailey Effect
649,Gharar
650,Ginzy Trading
651,Globally Floored Contract
652,Gold Bull
653,Gold Option
654,Golden Coffin
655,Golden Cross
656,Golden Geese
657,Golden Hammer
658,Golden Handcuffs
659,Golden Handshake
660,Golden Life Jacket
661,Good Through
662,Government Broker
663,Grant
664,Grantor
665,Gravestone Doji
666,Graveyard Market
667,Greeks
668,Green Shoots
669,Greenshoe Option
670,Greenspan Put
671,Grid Trading
672,Gut Spread
673,Haircut
674,Hamada Equation
675,Hammer
676,Hanging Man
677,Hara-Kiri Swap
678,Harami Cross
679,Hard Stop
680,Hard-Coded Stock
681,Haurlan Index
682,Head And Shoulders Pattern
683,Head Trader
684,Headline Risk
685,Heavy
686,Hedge Fund
687,Hedging Transaction
688,Heikin-Ashi Technique
689,Held Order
690,Herbert A. Simon
691,Herd Instinct
692,Heston Model
693,High-Low Index
694,High-Speed Data Feed
695,Hikkake Pattern
696,Himalayan Option
697,Hindenburg Omen
698,Hindsight Bias
699,Histogram
700,Holding The Market
701,Home Modification
702,Homemade Leverage
703,Homo Economicus
704,Honey Badger Stock Market
705,Hook Reversal
706,Horizontal Channel
707,Horizontal Skew
708,Horizontal Spread
709,Hot Hand
710,House Call
711,House Excess
712,House Maintenance Requirement
713,House Money Effect
714,Hubris
715,HullĐWhite Model
716,Hybrid Indicator
717,Iceberg Order
718,Ichimoku Cloud
719,Ichimoku Kinko Hyo
720,Illiquid Option
721,Impulse Wave Pattern
722,In And Out
723,In The Money
724,In The Penalty Box
725,In The Tank
726,Income Stock
727,Indemnification Method
728,Index Arbitrage
729,Index ETF
730,Index Option
731,Index Roll
732,Indicator
733,Infectious Greed
734,Inflation Derivatives
735,Inflation Swap
736,Inflationary Psychology
737,Initial Margin
738,INSEAD
739,Inside Day
740,Inside Days
741,Inside Quote
742,Intercommodity Spread
743,Interest Deduction
744,Interest Rate Call Option
745,Interest Rate Collar
746,Interest Rate Options
747,Interest Rate Parity
748,Interest Rate Swap
749,Interest-Only Mortgage
750,Intertemporal Choice
751,Intraday
752,Intraday Intensity Index
753,Intraday Return
754,Intrinsic Value
755,Inverse Head And Shoulders
756,Inverse Saucer
757,Inverted Market
758,Investing Fads
759,Investment Analysis
760,Investment Horizon
761,Investment Pyramid
762,Investment Vehicle
763,Investor
764,Involuntary Bankruptcy
765,Iron Butterfly
766,Iron Condor
767,Irrational Exuberance
768,ISDA Master Agreement
769,ISEE Sentiment Indicator
770,Island Reversal
771,Issuer
772,JAJO
773,Japan ETFs
774,Joint-Life Payout
775,Joseph Effect
776,Kagi Chart
777,Kairi Relative Index
778,Kappa
779,KBW Bank Index
780,Keltner Channel
781,Kiasu
782,Kicker Pattern
783,Kijun Line
784,Kijun-Sen
785,Kill
786,Klinger Oscillator
787,Knock-In Option
788,Knock-Out Option
789,Ladder Option
790,Lagging Indicator
791,Lambda
792,Land Lease Option
793,Lapse
794,Last Trading Day
795,Late-Day Trading
796,Lattice-Based Model
797,Lease Option
798,Leg
799,Leg Out
800,Lemming
801,Letter Of Guarantee
802,Leverage
803,Leverage Build Up
804,Leverage Ratio
805,Leverage Ratio
806,Leveraged Buyback
807,Leveraged ETF
808,Leveraged Floater
809,Leveraged Lease
810,Leveraged Loan
811,Leveraged Recapitalization
812,Liar's Poker
813,LIBOR-in-Arrears Swap
814,Limit Order
815,Limit Order Book
816,Line Chart
817,Line Of Best Fit
818,Linear Price Scale
819,Linearly Weighted Moving Average
820,Liquidation Margin
821,Listed Option
822,Local Volatility
823,Locally-Capped Contract
824,Lock In Profits
825,Lock-Up Option
826,Logarithmic Price Scale
827,Long Jelly Roll
828,Long Leg
829,Long Market Value
830,Long Put
831,Long Squeeze
832,Long Straddle
833,Long Term
834,Long-Legged Doji
835,Long-Term Debt To Capitalization Ratio
836,Longevity Derivatives
837,Look-Alike Contracts
838,Lookback Option
839,Loss Carryforward
840,Loss Psychology
841,Lot
842,Low Volume Pullback
843,Magic Formula Investing
844,Maintenance Margin
845,Managed Forex Accounts
846,Managed Futures Account
847,Manual Execution
848,Manual Trading
849,Margin
850,Margin Account
851,Margin Call
852,Margin Debt
853,Margin Loan Availability
854,Market Breadth
855,Market Disruption
856,Market Efficiency
857,Market Indicators
858,Market Letter
859,Market Momentum
860,Market Order
861,Market Psychology
862,Market Sentiment
863,Market Timing
864,Market-With-Protection Order
865,Marketing Fraud
866,Married Put
867,Marubozo
868,Mass Index
869,Master Swap Agreement
870,Mat Hold Pattern
871,Matching Orders
872,Matching Pennies
873,Material Amount
874,Matrix Trading
875,Maturity
876,Max Pain
877,Maximum Leverage
878,Maximum Loan-to-Value Ratio
879,May Day
880,McClellan Oscillator
881,McClellan Summation Index
882,McGinley Dynamic Indicator
883,Mean Reversion
884,Measuring Principle
885,Mechanical Investing
886,Mechanism Design
887,Mechanism Design Theory
888,Memory-Of-Price Strategy
889,Merger Securities
890,Merton Model
891,Mezzanine Debt
892,Mid-Atlantic Option
893,Mini-Lot
894,Mini-Sized Dow Options
895,Minimum Guaranteed Fill Order- MGF
896,Minimum Margin
897,Mississippi Company
898,Mixed Lot
899,MJSD
900,Mobile Trading
901,Modidor
902,Momentum
903,Momentum Fund
904,Momentum Investing
905,Momo Play
906,Monetary Aggregates
907,Money At Call
908,Money Flow
909,Money Manager
910,Moneyness
911,Montreal Exchange
912,Morning Star
913,Mortality And Expense Risk Charge
914,Mortgage Pipeline
915,Mortgage Rate Lock Float Down
916,Mortgage Short Sale
917,Mountain Range Options
918,Moving Average Chart
919,Moving Average Ribbon
920,Mr. Market
921,Multi Index Option
922,Multi-Advisor Fund
923,Multi-Leg Options Order
924,Multibank Holding Company
925,Multiple Tops
926,Multivariate Model
927,Mutualization Of Risk
928,Myron S. Scholes
929,Nadex
930,Naked Call
931,Naked Option
932,Naked Position
933,Naked Put
934,Naked Writer
935,Nash Equilibrium
936,Near The Money
937,Nearby Month
938,Neckline
939,Negative Butterfly
940,Negative Carry
941,Negative Feedback
942,Negative Gearing
943,Net Change
944,Net Debt To EBITDA Ratio
945,Net Option Premium
946,Net Volume
947,Netfile
948,Neutral
949,News Trader
950,Night Cycle
951,Noise Trader
952,Noise Trader Risk
953,Non-Client Order
954,Non-Directed Order
955,Non-Equity Option
956,Non-Marginable Securities
957,Non-Member Trader
958,Non-Open Market
959,Noncallable
960,Normal Profit
961,Not-Held Order
962,Notional Value
963,NYSE Amex Composite Index
964,NYSE Amex Equities
965,NYSE Arca
966,Odd Date
967,Odd Lot Theory
968,OEX
969,Off-Floor Order
970,Offsetting Transaction
971,OHLC Chart
972,Oil ETF
973,Omega
974,One Night Stand Investment
975,One-Cancel-All Order
976,One-Touch Option
977,Online Trading
978,Opaque Pricing
979,Open
980,Open Interest
981,Open Order
982,Open Outcry
983,Open-Market Transaction
984,Opening Price
985,Opening Range
986,Opening Transaction
987,Operating Leverage
988,Optimization
989,Option
990,Option Agreement
991,Option Chain
992,Option Class
993,Option Cycle
994,Option Disclosure Document
995,Option Income Fund
996,Option Margin
997,Option Premium
998,Option Pricing Theory
999,Option Schedule
1000,Option Series
1001,Optionable Stock
1002,Options Backdating
1003,Options Contract
1004,Options On Futures
1005,Options Roll Up
1006,Order
1007,Order Book Official
1008,Oscillator
1009,OsMA
1010,Ostrich
1011,OTC Options
1012,Outcome Bias
1013,Outperformance Option
1014,Outright Option
1015,Outside Days
1016,Outside Reversal
1017,Over-Hedging
1018,Overbought
1019,Overhang
1020,Overleveraged
1021,Overreaction
1022,Oversold
1023,Overwrite
1024,Overwriting
1025,Ovoboby
1026,P-Test
1027,Pain Trade
1028,Pairs Trade
1029,Panic Buying
1030,Panic Selling
1031,Parabolic Indicator
1032,Parity Price
1033,Passive Investing
1034,Passive Loss
1035,Path Dependent Option
1036,Pattern
1037,Pattern Day Trader
1038,Payment Option ARM
1039,Pegging
1040,Pennant
1041,Perfect Hedge
1042,Performance Shares
1043,Period Certain
1044,Periodic Interest Rate
1045,Perpetual Preferred Stock
1046,pfi
1047,Phi Ellipses
1048,PHI-Ellipse
1049,Physical Delivery
1050,Physical Option
1051,Piercing Pattern
1052,Piggyback Warrants
1053,Pilot Fishing
1054,Pin Risk
1055,Pinning the Strike
1056,Pit
1057,Pivot
1058,Pivot Point
1059,Plain Vanilla
1060,Plan Sponsor
1061,Plaza Accord
1062,Point & Figure Chart
1063,Political Arbitrage Activity
1064,Polynomial Trending
1065,Portfolio Margin
1066,Portfolio Weight
1067,Position Limit
1068,Position Sizing
1069,Position Trader
1070,Positive Butterfly
1071,Positive Carry
1072,Positive Feedback
1073,Pre-Arranged Trading
1074,Preferred Provider Organization Đ PPO
1075,Premium
1076,Premium Income
1077,Premium Put Convertible
1078,Prepayment Risk
1079,Price Action
1080,Price Channel
1081,Price Creep
1082,Price Efficiency
1083,Price Persistence
1084,Price Risk
1085,Price Swap Derivative
1086,Price Target
1087,Price-Based Option
1088,Primary Instrument
1089,Print
1090,Private Banking
1091,Privilege Dealer
1092,Pro-Forma Forecast
1093,Problem Loan
1094,Profit Target
1095,Program Trading
1096,Protective Put
1097,Protective Stop
1098,Proxy Statement
1099,Pullback
1100,Pulling In Their Horns
1101,Punter
1102,Put
1103,Put Calendar
1104,Put On A Call
1105,Put On A Put
1106,Put Option
1107,Put Provision
1108,Put Ratio Backspread
1109,Put Swaption
1110,Put To Seller
1111,Put-Call Parity
1112,Put-Call Ratio
1113,Putable Swap
1114,Pyramiding
1115,Qstick Indicator
1116,Quadruple Witching
1117,Qualifying Disposition
1118,Quantitative Analysis
1119,Quantitative Trading
1120,Quote Stuffing
1121,Rainbow Option
1122,Rally
1123,Range
1124,Range Accrual
1125,Range-Bound Trading
1126,Rate Of Change
1127,Ratio Call Write
1128,Ratio Spread
1129,Rational Behavior
1130,Rational Choice Theory
1131,Reaction
1132,Real Body
1133,Real Economic Growth Rate
1134,Real Option
1135,Rebate
1136,Rebate Barrier Option
1137,Record High
1138,Rectangle
1139,Rectangles
1140,Red Candlestick
1141,Reflexivity
1142,Registered Options Trader
1143,Registered Principal
1144,Regret Avoidance
1145,Regulation U
1146,Relative Strength
1147,Relativity Trap
1148,Reload Option
1149,Remargining
1150,Remuneration
1151,Renewal Option
1152,Renko Chart
1153,Replacement Swap
1154,Reprice
1155,Retail Credit Facility
1156,Retracement
1157,Return On Capital Gains
1158,Reversal
1159,Reversal Amount
1160,Reverse Calendar Spread
1161,Reverse Conversion
1162,Reverse Greenshoe Option
1163,Reverse Leveraged Buyout
1164,Reverse Mortgage
1165,Reverse Swap
1166,REX Agreement
1167,Rho
1168,Right Of First Offer
1169,Right Of First Refusal
1170,Ring Fence
1171,Rings
1172,Ripple
1173,Rising Bottom
1174,Rising Three Methods
1175,Risk
1176,Risk Capital
1177,Risk Financing
1178,Risk Graph
1179,Risk Of Ruin
1180,Risk Reversal
1181,Risk-Based Haircut
1182,Riskless Society
1183,Robert C. Merton
1184,Robo-Signer
1185,Rocket Scientist
1186,Rogue Trader
1187,Roll Back
1188,Roll Down
1189,Roll Forward
1190,Rolling Hedge
1191,Rolling Option
1192,Rollover
1193,Roth Option
1194,Rounding Bottom
1195,Rounding Top
1196,Run Rate
1197,Runaway Gap
1198,Russian Option
1199,S-8 Filing
1200,S&P 500 Mini
1201,S&P MidCap 400 Index
1202,S&P/Case-Shiller Home Price Indexes
1203,Same-Day Substitution
1204,Saucer
1205,Scale Order
1206,Scalper
1207,Scalping
1208,Seagull Option
1209,Search Theory
1210,Seasonal Adjustment
1211,SEC Fee
1212,SEC Form 10-KT405
1213,SEC Form N-3
1214,SEC Form S-20
1215,Secondary Buyout
1216,Section 988
1217,Secular
1218,Secular Market
1219,Secure Option ARM
1220,Securities Lending
1221,Security
1222,Sell In May And Go Away
1223,Sell Plus
1224,Sell Signal
1225,Sell To Close
1226,Sell To Open
1227,Seller
1228,Seller's Option
1229,Selling Into Strength
1230,Selloff
1231,Semi-Strong Form Efficiency
1232,Senkou Span A
1233,Senkou Span B
1234,Sentiment Indicator
1235,Serial Correlation
1236,Serial Option
1237,Series 3
1238,Series 4
1239,Series 42
1240,Series 51
1241,Series 6
1242,Series 7
1243,Series HH Bond
1244,Serious Delinquency
1245,Session Price
1246,Settlement Date
1247,Settlement Price
1248,Setup Price
1249,Severability
1250,Shadow
1251,Sharpe Ratio
1252,Sheep
1253,Sheriff's Sales
1254,Shooting Star
1255,Short Interest Ratio
1256,Short Leg
1257,Short Market Value
1258,Short Put
1259,Short Sale
1260,Short Straddle
1261,Shout Option
1262,Sideways Market / Sideways Drift
1263,Sideways Trend
1264,Signal Line
1265,Signaling Approach
1266,Siliconaires
1267,Skewness
1268,Skittish Market
1269,Slumburbs
1270,Small Trader
1271,Socionomics
1272,SOES Bandits
1273,Soft Stop Order
1274,SPAN Margin
1275,Specialist Short Sale Ratio
1276,Speculation Index
1277,Speculator
1278,Speed
1279,Speed Resistance Lines
1280,Spice Trader
1281,Spinning Top
1282,Splash Crash
1283,Split Adjusted
1284,Split Block Pricing
1285,Spot Premium
1286,Spread
1287,Spread Option
1288,Spring Loading
1289,Stag
1290,Star
1291,STARC Bands
1292,Static Spread
1293,Statutory Stock Option
1294,Step Premium
1295,Stick Sandwich
1296,STIR Futures & Options
1297,STIX
1298,Stochastic Oscillator
1299,StochRSI
1300,stock
1301,Stock Analysis
1302,Stock Compensation
1303,Stock Cycle
1304,Stock Market Crash
1305,Stock Market Crash Of 1987
1306,Stock Option
1307,Stock Replacement Strategy
1308,Stock Screener
1309,Stock Swap
1310,Stock Trader
1311,Stock-For-Stock
1312,Stockalypse
1313,Stop Order
1314,Stop-Limit Order
1315,Stop-Loss Order
1316,Stopped Order
1317,Stopped Out
1318,STOXX
1319,Straddle
1320,Strangle
1321,Strap
1322,Strike Price
1323,Strip
1324,Structural Pivot
1325,Structured Funds
1326,Structured Note
1327,Subindex
1328,Sunk Cost Dilemma
1329,Sunk Cost Trap
1330,Super Hedging
1331,Superiority Trap
1332,Sushi Roll
1333,Sweep-To-Fill Order
1334,Sweet Crude
1335,Swing
1336,Swing High
1337,Swing Low
1338,Swing Option
1339,Swing Trading
1340,Symmetrical Distribution
1341,Symmetrical Triangle
1342,Synthetic
1343,Synthetic Call
1344,Synthetic Dividend
1345,Synthetic Forward Contract
1346,Synthetic Futures Contract
1347,Synthetic Put
1348,Tape Reading
1349,TAPO
1350,Taxable Event
1351,Tech Bubble
1352,Technical Analysis
1353,Technical Analysis of Stocks and Trends
1354,Technical Analyst
1355,Technical Correction
1356,Technical Indicator
1357,Technical Rally
1358,Technical Skills
1359,Technically Strong Market
1360,Technically Weak Market
1361,Teenie
1362,Temporary Lender
1363,Tenkan-Sen
1364,Test
1365,The Wealth Effect
1366,Theta
1367,Thinly Traded
1368,Three Black Crows
1369,Three White Soldiers
1370,Throwback
1371,Thrusting Line
1372,Tick
1373,Tick Index
1374,Tick Size
1375,Ticker Symbol
1376,Tide
1377,Time Decay
1378,Time Horizon
1379,Time In Force
1380,Time Value
1381,Time-Of-Day Order
1382,Time-Varying Volatility
1383,Tirone Levels
1384,Today's High
1385,Today's Low
1386,Top
